text,topic,topic_label
"Geneva Reformed Seminary is a small theological school in Greenville, South Carolina accredited by the Association of Reformed Theological Seminaries and supported by the Free Presbyterian Church of North America. The seminary offers a B.D. and an M.Div. Initially called Whitefield College of the Bible after a companion school in Banbridge, Northern Ireland, the seminary was renamed in 2002 to avoid confusion in the United States where Bible schools and seminaries prepare students at different academic levels. Faith Free Presbyterian Church of Greenville, South Carolina, the first constituted congregation of the Free Presbyterian Church in the United States (1977), had had from its inception a vision of becoming the progenitor of other Free Presbyterian churches in North America. In 1982, Alan Cairns, an Ulsterman and the first pastor of the Greenville church, was commissioned by the Free Presbyterian Church to become the first professor of the new theological school, with teachers from Northern Ireland assisting on an adjunct basis. Training was limited to men preparing for the ministry of the Free Presbyterian Church. Both the Church and its seminary acknowledge the Westminster Confession of Faith and its exposition of Reformed theology, which they believe to be taught by the Bible. Nevertheless, they modify the Westminster Standards by permitting liberty of conscience regarding baptism and eschatology. In an advertising brochure published in 2008, the seminary declared its intent \""to avoid the lamentable abuses\"" of covenant theology by pursuing \""a strongly fervent evangelistic mission....[a] biblical, fundamental, separatist, evangelistic, and Reformed ministry.\"" Ian Paisley, the former moderator of the Free Presbyterian Church of Ulster, had had a long-standing relationship with Bob Jones University, also located in Greenville, and by February 2007, every GRS faculty member was both a graduate of Bob Jones University and a minister or licentiate minister of the Free Presbyterian Church. In 2001 the Presbytery Commission appointed Michael Barrett, who had earned a Ph.D. in theology from BJU, as president. Admission to the seminary was thereafter opened to members of other denominations. In May 2008, the presbytery approved a certificate program for laypersons, some evening classes, and the introduction of online courses, and by the fall of 2010, eighteen courses were available for online credit or audit. GRS therefore represents a  Calvinistic branch of separatist  fundamentalism in the United States, in contradistinction to Greenville Presbyterian Theological Seminary, another conservative Presbyterian institution just a few miles away.",education,2
"Coláiste Eoin is an Irish language Catholic voluntary secondary Gaelcholáiste for boys, under the trusteeship of the Edmund Rice Schools Trust located in Booterstown, County Dublin, Ireland. It prides itself in the Irish culture, having successful hurling and football teams, traditional music bands, and Irish language debating teams. Over 96% of students went on to third-level education in 2005. The school is financed by resources from the Department of Education and Skills and voluntary donations.",education,2
"The University of Luxembourg is the only public university in Luxembourg, founded on 13 August 2003. Prior to that, there were several higher educational institutions such as the cour universitaire or the IST that offered one or two years of academic studies. Luxembourgish students had to go abroad in order to complete their studies at a university (usually to Belgium, France, Germany, Austria, and the United Kingdom). The new university makes it possible for these students to complete their studies in their own country, as well as attract foreign academic interest to Luxembourg. The university has three campuses: \n* Campus Limpertsberg hosts the Faculty of Law, Economics and Finance and parts of the Faculty of Science, Technology and Communication as well as the central administration units of the University \n* Campus Kirchberg hosts further parts of the Faculty of Science, Technology and Communications \n* Campus Walferdange hosts the Faculty of Language and Literature, Humanities, Arts and Education By the finalisation of the restructured campus in Esch-Belval, south of the capital, two of the three faculties will relocate there: The Faculty of Arts, Humanities, Arts and Education Sciences will first do so in summer 2014, followed by the Faculty of Sciences, Technology and Communication in 2015 and 2016. The Faculty of Law, Economics and Finance will remain on Campus Limpertsberg. Like Luxembourg itself, the studies at the university are characterised by their multilingualism. Courses are usually held in two languages: French/English, French/German, or English/German. The Times Higher Education World University Rankings in 2016 ranked the university 178rd worldwide and 14th in a separate \""under 50 [years of age]\"" ranking.",education,2
"Islamic University of Technology (IUT) (Arabic: الجامعة الإسلامية للتقنية‎‎; Bengali: ইসলামিক ইউনিভার্সিটি অব টেকনোলজি ) is an educational and research institution in Bangladesh run and funded by the Organisation of Islamic Cooperation (OIC). The main objective of IUT is to contribute in developing the human resources of the member states of the OIC, particularly in the fields of engineering, technology and technical education. IUT receives direct endowment from OIC member countries and offers scholarships to its students in the form of free tuition, boarding, lodging and medicare. The aesthetic campus was designed by Turkish architect Pamir Mehmet, an MIT graduate.",education,2
"The Karary University (Arabic: جامعة كرري) is a university based in the city of Omdurman in the state of Khartoum, Sudan.The university was established in 1996 as a public university funded by the Ministry of Higher Education and Scientific Research. The Karary Academy of Technology was conceived as tertiary educational institution that would prepare engineering and technological students to meet the needs of the armed forces and military industries, and to guide the relevant scientific research.In 2011, according to Centro de Ciencias Humanas y Sociales, Madrid, the university ranked 10,494 in the world, fourth in Sudan. In Sudan, it ranked behind the University of Khartoum, Sudan University of Science and Technology, National Ribat University and ahead of the International University of Africa.",education,2
"Jones College is a private college in Jacksonville, Florida. Founded in 1918, the college is non-profit and has an undergraduate body of roughly 350 students. The school is not regionally accredited, but is nationally accredited by the Accrediting Council for Independent Colleges and Schools (ACICS). It offers courses in business, education, management, medical assistant training, computer science, and general studies.",education,2
"Victor Valley High School is located in Victorville, California, United States. It is the oldest high school in the Victor Valley Union High School District (VVUHSD). The original campus was located at the former Victor Valley Junior High and former University Preparatory School on Forrest Avenue in Old Town Victorville, until the current campus was built in 1952. It was the first of two high schools in Victorville, with the second being Silverado High School, completed in 1996. While in the same town, both schools are very different in appearance and reflect the time period when they were built. Victor Valley High has a very small-scale appeal with large trees shading the entire campus, whereas Silverado High has much more modern architecture. Visible from the homeside of Ray Moore Stadium is the Victorville \""V,\"" which was placed on a hill as a landmark for the original location of the High School on Forrest Ave. Keith Gunn, then high school football coach and later principal, spearheaded the project in the 1930s, with the cement being donated by Southwestern Portland Cement Company. The Keith Gunn Gymnasium is named in his honor, while the floor is dedicated to local legendary basketball coach Ollie Butler. The grassy area in the middle courtyard of the school is the \""Senior Lawn\"", where only seniors are allowed. The courtyard is painted every year by the seniors to reflect their class.",education,2
"Albany Medical College (AMC) is a medical school located in Albany, New York, United States. It was founded in 1839 by Alden March and James H. Armsby and is one of the oldest medical schools in the nation. The college is part of the Albany Medical Center, which includes the Albany Medical Center Hospital. Along with Albany College of Pharmacy, Albany Law School, the Dudley Observatory, the Graduate College of Union University, and Union College, it is one of the constituent entities of Union University. Over its 170-year history, Albany Medical College has attracted and produced many leaders in medicine and research. Among its present and past faculty, researchers, and alumni count two Nobel Prize winners, two Lasker Award winners, two MacArthur Fellowship recipients, one Gairdner Foundation International Award winner, former Surgeon General of the United States Army, former Surgeon General of the United States Air Force, several presidents and CEOs of major academic hospitals, as well as an early president and co-founder of the American Medical Association. AMC is attributed as the site where David S. Sheridan perfected the modern-day disposable catheter, among other major discoveries and innovations. Among AMC alumni accomplishments include the discovery of the hormone leptin, the invention of computed tomography, and the discovery of oral rehydration therapy.",education,2
"The National Library of Myanmar, located in Yankin Township, Yangon, is the national library of Myanmar. Established in 1952, the National Library, along with Yangon University Library, is one of only two research libraries in Yangon. The library houses more than 220,000 books, divided into 10 sections. Its collection used to be about 618,000 books and periodicals as well as 15,800 rare and valuable manuscripts. However, in 2006, the military government announced a plan to move a large part of its collection to a new National Library in Nay Pyi Taw, and to auction off its 8-story building and 10-acre (4.0 ha) lot in Tamwe Township. In October 2008, the National Library was moved to its current location. The library's current collection of ancient Burmese texts includes 16,066 palm-leaf inscriptions, 1972 parabaik (folded writing tablets made of paper, cloth or metal), and 345 handwritten scripts of famous writers. The library's preservation and conservation section, established in 1993, regularly maintains rare Burmese manuscripts. The library plans to offer an online catalogue. The National Library is a member of the International Federation of Library Associations and Institutions and National Libraries Group-Southeast Asia.",education,2
"Connellsville Area Career and Technical Center is a comprehensive Vocational-Technical School, in the Connellsville Area School District. The School is located above the Connellsville Area Senior High School.CACTC serves grades 11-12 Full-Time with core curriculum classes held at the school. Sophomore students attend part-time, while attending the Connellsville Area Senior High School for the core curriculum. The school is run by the Connellsville Area School District. In 2015, enrollment was reported as 279 pupils in 9th through 12th grades, with 70.6% of pupils eligible for a free lunch due to the family meeting the federal federal poverty level. Additionally, 30% of pupils received special education services, while none of the pupils were identified as gifted. The school employed 25 teachers. Per the PA Department of Education, 100% of the teachers were rated \""Highly Qualified\"" under the federal No Child Left Behind Act. According to the National Center for Education Statistics, in 2013, the school reported an enrollment of 250 pupils in grades 9th through 12th, with 158 pupils eligible for a federal free or reduced price lunch due to the family meeting the federal poverty level. In 2013, the School employed 27 teachers yielding a student-teacher ratio of 9:1. According to a report by the Pennsylvania Department of Education, 100% of its teachers were rated \""Highly Qualified\"" under No Child Left Behind. In February 2016, Pennsylvania Auditor General Eugene DePasquale raised significant concerns that the costs of operating its own career and technical school is bankrupting the school district. Between 2008 and 2014, Connellsville Area School Board transferred $20.5 million from the fund balance to the Career Technical Center, and amassed another $28.8 million for debt service, some of it for the center. In May 2014, the District hired a Director for the career and technology center (CTC) from outside of the District. In July 2015, after eight months with the District, as Director of the CTC, he was made Acting Superintendent. In November 2015, this Acting Superintendent resigned with an effective date of December 31, 2015.",education,2
"Amoud University (Somali: jaamacada Camuud), abbreviated to AU, is a comprehensive public university, located in the city of Amoud, Borama in the northern of Somalia. The university started in 1998 with 66 students in two faculties (Education and Business Administration), and three teachers. It has a student population of 4031 enrolled in 13 faculties, 218 teaching staff. The first batch of medical graduates came out in June 2007 and their final exams were supervised by King's College of London, United Kingdom, which provides the curriculum and teaching assistance to the Amoud University College of Health Sciences.",education,2
"The Roxbury Latin School, which was founded in Roxbury, Massachusetts, by the Rev. John Eliot under a charter received from King Charles I of England is the oldest school in continuous existence in North America. Since its founding in 1645, it has educated boys on a continuous basis. Located since 1927 at 101 St. Theresa Avenue in the West Roxbury neighborhood of Boston, the school now serves roughly 300 boys in grades seven through twelve. Eliot founded the school \""to fit [students] for public service both in church and in commonwealth in succeeding ages,\"" and the school still considers instilling a desire to perform public service among its principal missions. The school's endowment is estimated at $135 million, the largest of any boys' day school in the United States. The school maintains a need-blind admissions policy, admitting boys without consideration of the ability of their families to pay the full tuition. Its previous headmaster, F. Washington Jarvis, who retired in the summer of 2004 after a 30-year tenure, published two books about Roxbury Latin: a history of the school and a collection of his speeches to boys at Roxbury Latin (With Love and Prayers). The title of the former, Schola Illustris, was the phrase Cotton Mather used to describe the school in 1690, following John Eliot's death. In addition to those books, Richard Walden Hale published Tercentenary History of the Roxbury Latin School in 1946. Roxbury Latin continues to hold a unique place in the history of American education. Roxbury Latin is a member of the Independent School League and NEPSAC. It has an unofficial sister school relationship with the Winsor School in Boston as well as an African brother school, the Maru a Pula School.",education,2
"Rosebery School is an all-girls school located in Epsom, Surrey. It consists of a lower school for those aged between 11 and 16, and a Sixth Form for those aged between 16 and 18. The school has academy status. It is situated close to the A24 and the railway.",education,2
"National School of Drama (राष्ट्रीय नाट्य विद्यालय, or NSD) is a theatre training institute situated at New Delhi, India. It is an autonomous organization under Ministry of Culture, Government of India. It was set up in 1959 by the Sangeet Natak Akademi, and became an independent school in 1975. In 2005 it was granted deemed university status, but in 2011 it was revoked on the institute's request.",education,2
"The Rocky Mountain College of Art + Design (RMCAD) is a for-profit art and design school in Lakewood, a suburb of Denver, Colorado, USA. The college was founded in 1963 by Philip J. Steele, an artist and teacher. RMCAD is an institution offering campus and online undergraduate and graduate degrees, fully accredited, with majors in 3D Animation, Animation, Art Education, Commercial Photography, Fashion Design, Fine Arts, Game Art, Graphic Design, Interior Design and Illustration. Graduate degrees include a Master of Arts in Education, Leadership and Emerging Technologies and a Master of Arts in Design Strategy and Innovation. RMCAD is accredited by the Higher Learning Commission (HLC) and is a member of the North Central Association of Colleges and Schools (NCA). In addition, RMCAD is also an accredited institutional member of the National Association of Schools of Art and Design. The on-campus professional Interior Design BFA program and the online BFA interior design program (August 2016)are fully accredited by the Council for Interior Design Accreditation CIDA. RMCAD's campus contains eighteen historical buildings built in a variety of 20th-century architectural styles. The campus is the former site of the Jewish Consumptives' Relief Society (JCRS), included in the National Register of Historic Places listings in Jefferson County, Colorado. Special learning facilities include a woodshop, ceramics studio, photography lab, professional sound studio, 283-seat auditorium, 35-seat audiovisual theater, large meeting rooms, and a Library/Resource Center.",education,2
"Lift For Life Academy is a middle and high school founded in 1998 by Marshall Cohen. It was the first charter school in St. Louis, Missouri. The idea for the Academy grew out of Cohen's other nonprofit organization, Lift For Life Gym which was once a garage, an after-school center for at-risk children located on the north side of St. Louis, 14th & Cass. Begun in 1988 as a gym for inner-city youth, the organization has since expanded to offer a variety of educational and recreational programs and activities.",education,2
"Grossman Library, located on the third floor of Sever Hall in Harvard Yard, is the Harvard Extension School's primary library. It is part of the Harvard College Library, the library system of Harvard's Faculty of Arts and Sciences. It is a reserve reading and study library, named in 1982 for alumnus and benefactor Edgar Grossman. The library was established in 1964 in Lehman Hall, along with study spaces, conferences rooms, library facilities, and a dining hall for Extension students. In 1983–84 the library moved to Sever Hall and saw a doubling of usage to nearly 30,000 student visits, with 13,000 reserve books being circulated for in-library use. It has on permanent display a number of works from the famed artist Allan Rohan Crite, including a collection of sketches, The Revelation of Saint John the Divine, and illustrations. Crite was a member of the class of 1968.",education,2
"The Institute for Quantum Computing, or IQC, located in Waterloo, Ontario, is an affiliate scientific research institute of the University of Waterloo with a multidisciplinary approach to the field of quantum information processing. IQC was founded in 2002 primarily through a donation made by Mike Lazaridis and his wife Ophelia whose substantial donations have continued over the years. The institute is now located in the Mike & Ophelia Lazaridis Quantum-Nano Centre and the Research Advancement Centre at the University of Waterloo. It is led by co-founder and physicist, Raymond Laflamme with researchers based in 6 departments across 3 faculties at the University of Waterloo. In addition to theoretical and experimental research on quantum computing, IQC also hosts academic conferences and workshops, short courses for undergraduate and high school students, and scientific outreach events including open houses and tours for the public.",education,2
"The University of Hyderabad (Telugu: హైదరాబాద్ విశ్వవిద్యాలయము; IAST: Haidarābād visvavidyālayamu) is an Indian Public Research University located in Hyderabad, Telangana, India. Founded in 1974, this mostly residential campus has more than 5,000 students and 400 faculty, from several disciplines. The Governor of the state of Telangana is ex-officio the Chief Rector of the University, while the President of India is the Visitor to the University. The university was established along the lines of the Six-Point Formula of 1973. The first Vice-Chancellor of the University was Banaras Hindu University organic chemist Gurbaksh Singh, from 1974 to 1979. Shri B D Jatti was the first Chancellor of the University. The University of Hyderabad is regarded as a premier varsity in the country. The university  among the top ten Indian universities, especially for research, by NIRF, NAAC and other ranking authorities. In January 2015, the University of Hyderabad received the Visitor’s Award for the Best Central University in India, awarded by the President of India. The university is located in Gachibowli, on 2300-odd acres. The campus is rich in flora and fauna, home to over 734 flower plants, ten species of mammals, fifteen species of reptiles, and 159 species of birds.",education,2
"St Mary's and St John's CE School is a mixed Church of England all-through school located in the Hendon area of the London Borough of Barnet, England. It is widely known as SMSJ and is the first all-through school in Barnet. It is part of the London Diocesan Board of Schools, administered by the Church of England Diocese of London. Previously a primary school located at Prothero Gardens in Hendon, in September 2014 St Mary's and St John's CE School began accepting secondary school age pupils. The school has also expanded onto a second site on Sunningfields Road previously occupied by the now closed St Mary's CE High School. St Mary's CE High School was founded in 1707 and was previously located on two sites, Downage and Sunningfields Road in Hendon. Due to falling pupil numbers the school began a process of closing in 2012, with new year group admissions ceasing from that year. By September 2013 St Mary's CE High School solely occupied the Downage site with St Mary's and St John's School taking over the Sunningfields Road site. St Mary's CE High School finally closed on the 21st of June 2016 after 309 years of existence.and will also ultimately St Mary's and St John's CE School will also take over the Downage site from 2016.",education,2
"Yamanashi Gakuin Junior College (山梨学院短期大学 Yamanashi Gakuin Tanki Daigaku) is one of the private junior Colleges located at Kōfu, Yamanashi in Japan. It was established in 1951, and is now attached to Yamanashi Gakuin University. It consists of two departments.",education,2
"The Department of Radio-Television-Film at the University of Texas at Austin located in Austin, Texas, is one of the five departments comprising the Moody College of Communication. The department was founded in 1965 and has become one of the nation's premiere film schools, consistently ranking in the top 5 for graduate programs and the top 10 for undergraduate studies.The department has a very selective admissions policy, accepting fewer than 25% of applicants in its undergraduate program, and fewer than 15% of applicants in its graduate programs. The film school offers an undergraduate Bachelor of Science degree in a variety of disciplines, as well as offering the nation's top MFA and Ph.D. level programs at the graduate level.",education,2
"Canadian Academy (CA; カナディアン・アカデミイ), founded in 1913, is an independent pre-K–12 international school in Higashinada-ku, Kobe, Japan on the man-made Rokko Island; more than 35 nationalities are represented in its student body. Prior to its move to Rokko Island, the school was located in Nagamine-dai, a residential area located below Mt. Maya and Mt. Rokko and overlooking the city of Kobe, for many decades. The school is accredited by the US-based Western Association of Schools and Colleges (WASC) and the Council of International Schools (CIS), and is certified to award both International Baccalaureate and US high school diplomas. CA has implemented the IBO Primary Years Program (PYP). and Middle Years Program (MYP). The curriculum is in English. CA is a member of the Asia Pacific Activities Conference (APAC). The school's sports teams and arts groups send students to annual tournaments and festivals in coordination with other international schools from China, Hong Kong, Korea and the Philippines and participate in the Western Japan Athletics Association. As of 2002, with 730 students, CA is the third-largest expatriate international school in Japan and the largest such school in the Keihanshin area. In 2003 Alex Stewart, in the The Journal of the American Chamber of Commerce in Japan, wrote that CA was \""the top-rated school inKobe\"", and that among the international schools in Asia CA had a \""high\"" reputation. The school gets many students from the Rokko Island area as it is a preferred location for Kobe's foreign expatriates. CA is the alma mater of Jovan Yamagishi, a professional soccer player who has spent time with teams in Uruguay and Norway, Taizo Sugitani, a member of the Japanese Olympic Equestrian team, guitarist Ellen McIlwaine, singer Jon Levy, voice and screen actor and screenwriter David Hayter, film and television director Go Shichitaka, Hong Kong Cantopop singer and actress Kelly Chen.",education,2
"Capitol View Neighborhood Library is part of the District of Columbia Public Library (DCPL) System. It was opened to the public on January 23, 1965 after 10 years of advocacy by the Capitol View community.",education,2
"Theodore Hesburgh Library is the primary building of the library system of the University of Notre Dame. The building opened on September 18, 1963, as the Memorial Library. It was named after Father Theodore Hesburgh in 1987. The library has 3.39 million volumes, the 61st largest collection among all U.S. research universities. During his service to the university, Father Hesburgh enjoyed an office on the 13th floor of the library, overlooking the Main Quad.",education,2
"École secondaire du Versant (English: du Versant Secondary School) is a public secondary school located in Gatineau, Quebec. It is located on Boulevard de la Cité at the corner of Boulevard La Verendrye in the Gatineau sector and is operated by the Commission Scolaire des Draveurs school board. The school is the most recent Francophone high school built in the city. The move was to reduce over-population at other Gatineau sector schools, particularly at the Polyvalente Le Carrefour located a few minutes south and Polyvalente Nicolas-Gatineau located a few minutes to the east. The school board chose large vacant land currently under development near the Gatineau Hospital to build the new high school and opened on November 12, 2002, with initially 825 students. Initially, students from du Versant started the 2002–2003 school year at the Polyvalente Nicolas-Gatineau before moving to their new location. The current student enrollment is approximately 1,200 students and the school has a capacity of about 1,500 students.",education,2
"The Riverside County Library System (RCLS), located in Riverside County, California, United States, is a public library system composed of 35 libraries and two bookmobiles. The RCLS is a member of the Inland Library Network. It is the first library system in the nation that turned over its entire operation to a private company.",education,2
"Churchland High School is a public high school located in Portsmouth, Virginia. It is administered by Portsmouth City Public Schools. The school colors are black, orange, and white. The school's mascot is a \""Trucker\"". Churchland is designated as a magnet school for the Visual & Performing Arts, with subjects including dance, chorus, orchestra, band, drama, and the visual arts. Churchland Clubs \n* FBLA \n* DECA \n* Tolerance Coalition \n* Debate Club \n* Film Club \n* National Honor Society \n* Operation Smile \n* Key Club \n* FIRST Robotics Club \n* History Club \n* Code Green \n* Anime Club",education,2
"Teachers Faculty University Džemal Bijedić of Mostar (Bosnian: Nastavnički fakultet) is a public institution in the state property. The faculty is the legal successor of the Pedagogical Academy of the University \""Džemal Bijedić\"" of Mostar, and is the oldest member of the University, which was founded in 1950. The faculty was opened on 5 February 1950. The main activity of the Faculty of Higher Education is the training of personnel for elementary and secondary schools. Teaching-scientific and scientific-research process at the faculty takes place within the study groups, according to the curriculum for regular and part-time students, through lectures, exercises, consultations, seminars, mentoring, workshops, excursions, checks and other forms of knowledge. The faculty is the only study group for music and art in Bosnia and Herzegovina. There are students studying at the faculty from all parts of BiH, as well as from neighboring countries. In the teaching process, in addition to 45 employees of the faculty, 70 teachers and students from the University of Sarajevo, Tuzla, Banja Luka, Bihac, Belgrade, including the most famous names in the field of higher education from the former Yugoslavia, are engaged. Faculty at the site of the University campus, uses a few objects, reconstructed their own funds. For the teaching process at all 10 study groups and over 2000 students that is not enough. However, it should be mentioned, that the College from its own funds modernize the teaching process purchasing and using the latest audiovisual equipment. Steering Committee and the Dean of the Faculty, a number of its decisions to stimulate post-graduate master's degree, or to acquire the scientific degree of doctor of science, which has a provision for the results of its own staff. In a time of new social conditions and a new attitude to higher education, the Faculty also monitored the reform of higher education in BiH. In this sense, in academic 2006/07. year began with the enrollment of students who study at the Bologna principles.",education,2
"Punta National High School - Main (PNHS) is a public school in Calamba City, Laguna, Philippines. PNHS is situated at barangay Punta. It has an annex situated at barangay Lawa. \""Citizenship Advancement Training-1 (or CAT-1) Organization\"", formerly known as \""Citizens' Army Training\"" trains third year students (who volunteered) to become officers on their fourth year in PNHS. Also, it trains the fourth year students who didn't take CAT on their third year and who administered by their classmates who undertook CAT on their third year.",education,2
"Harleton High School is a public high school located in Harleton, Texas USA. It is part of the Harleton Independent School District which is located in northwestern Harrison County and classified as a 2A school by the UIL. In 2015, the school was rated \""Met Standard\"" by the Texas Education Agency.",education,2
"The Innisfil Public Library is public library system in Ontario, Canada. The library is a four-branch system. Each branch provides unique services to the community. The branches are located in Stroud, Churchill, Cookstown, and Alcona.",education,2
"Sekolah Tuanku Abdul Rahman (or STAR) is a premier, all-boys fully residential school in Malaysia funded by the Government of Malaysia. Named after the first Yang di-Pertuan Agong (King) of the Federation of Malaya, Almarhum Seri Paduka Baginda Tuanku Abdul Rahman ibni Almarhum Tuanku Muhammad, it is located in Ipoh, Perak. The school started at an army camp in Baeza Avenue (now known as Jalan Hospital). Formerly known as Malay Secondary School, the school was built by the Malayan government in 1957. In 2011,the school was awarded with the Sekolah Berprestasi Tinggi or High Performance School title, a title awarded to schools in Malaysia that have met stringent criteria including academic achievement, strength of alumni, international recognition, network and linkages. In the recent PMR examination (2013), the school managed to produce 86 straight A's students out of 107 with GPS 1.05 to be the third best among schools in Perak. while for Sijil Pelajaran Malaysia, the school obtained GPS of 1.73 with 36 students obtaining straight A's and 2 students gain straight A+.",education,2
"(For the village in England, see Frensham.) Frensham School is an independent, non-denominational, secondary, day and boarding school for girls, located at Mittagong, south of Sydney, in the Southern Highlands of New South Wales, Australia. Established in 1913 by Winifred West, the school has a non-selective enrolment policy and currently caters for approximately 300 students from Years 7 to 12, including 222 boarders. Students come to Frensham from Sydney, rural New South Wales, interstate, overseas and theSouthern Highlands. The school is governed by the Winifred West Schools Limited, along with Miss West's other two schools, Sturt School Craft Centre and Gib Gate Primary school. Frensham is affiliated with the Boarding Schools' Association of the United Kingdom, the Association of Heads of Independent Schools of Australia (AHISA), the Australian Boarding Schools' Association (ABSA), the Alliance of Girls' Schools Australasia (AGSA), and is a founding member of the Association of Heads of Independent Girls' Schools (AHIGS).",education,2
"Guangzhou Medical University (GMU, Chinese: 广州医科大学), formerly known as Guangzhou Medical College, is a Chinese medical school located in Guangzhou which is the third largest port city in China, Guangdong Province. It was established in 1958. Guangzhou Medical University is composed of four campuses. The main Campus is located in Dongfeng Road West and the other three campuses are in Longdong, Haizhu and Jianggao GMU faces 31 provinces, autonomous regions, municipalities directly under the Chinese central government, Hong Kong and Macao regions to recruit 1,500 undergraduates and 550 postgraduates (master and doctors) in each year. It exists 23300 full-time students, including 10000 undergraduates, 1300 graduates, and 12000 continuing educational students. GMU has excellent facilities. More than 90% of the current equipment are A and B class, and value of them is￥67.4972 million yuan. GMU provide a good informationize education environment, with modern teaching management command center and audiovisual education centre. All teaching places have basic implementation of air conditioning, networked and e-service. The new dormitories for undergraduates provide phone calls, network television, soccer field with artificial turf, and plastic runway track.",education,2
"The Phrontisterion of Trapezous (Greek: Φροντιστήριο Τραπεζούντος, \""Trapezous College\"") was a Greek educational institution that operated from 1682/3 to 1921 in Trabzon (Gr. Τραπεζούς, Trapezous), in the Ottoman Empire, now Turkey. It provided a major impetus for the rapid expansion of Greek education throughout the Pontus region, on the south coast of the Black Sea. The building still retains its function as a prestigious highschool, and it has been considered as the most impressive Pontic Greek monument in Trabzon.",education,2
"Panhandle High School is a public high school located in the city of Panhandle, Texas in Carson County, United States and classified as a 2A school by the UIL. It is a part of the Panhandle Independent School District located in central Carson County. In 2015, the school was rated \""Met Standard\"" by the Texas Education Agency.",education,2
"Pine-Richland Middle School is a midsized, public, middle school in Gibsonia, Pennsylvania. It shares the same campus as Pine-Richland High School. The middle school is part of the Pine-Richland School District. In 2015, Pine-Richland Middle School reported an enrollment of 739 pupils in grades 7th and 8th. In 2010, it was reported that 5% of students coming from a family which meets the federal poverty level and 16% of pupils receiving special education services. According to a report by the Pennsylvania Department of Education, 100% of its teachers were rated \""Highly Qualified\"" under No Child Left Behind. Until the start of the 2008-2009 school year, it provided grades 6th through 8th. According to the National Center for Education Statistics, in 2010, Pine-Richland Middle School reported 40 pupils receiving a federal free or reduced-price lunch due to family poverty. Pine-Richland Middle School employed 58 teachers, yielding a student–teacher ratio of 12:1. According to a report by the Pennsylvania Department of Education, 100% of its teachers were rated \""Highly Qualified\"" under No Child Left Behind. Sixth grade was moved to Eden Hall Upper Elementary School for the 2008-09 school year. in 2015, the principal at Pine-Richland Middle School is David Kristofic. Prior to Pine-Richland, Mr. Kristofic served as principal for the West Shamokin High School and Elderton High School, in the Armstrong School District located in Ford City, Pennsylvania. In years prior, Kristofic served as the assistant principal at Indian Valley Middle School in Reedsville, Pennsylvania and Jr. High principal and Assistant Secondary principal in the Mount Union Area School District. Dr. Kathleen Harrington was the principal for 16 years, retiring in 2010. She earned the University of Pittsburgh's School of Education's Pre K-12 Educator Award. Pine Richland Middle School received the Don Eichhorn Best Middle School in Pennsylvania award for the 2003-04 school year, and a Schools to Watch award in the 2006-07 year that carries over to the 2009-10 year. This award was achieved again in the 2009-10 school year. The school team is the Pine-Richland Rams, and the colors are green and white. Western Pennsylvania rankings In 2015, Pine-Richland Middle School's eighth grade ranked 13 out of 145 western Pennsylvania middle schools based on the last three years of student academic achievement in Pennsylvania System of School Assessments (PSSA) in: reading, math, writing and three years of science. (Includes schools in: Allegheny County, Beaver County, Butler County, Fayette County, Westmoreland County, and Washington County) In 2015, Pine-Richland's seventh grade ranked 15th out of 145 western Pennsylvania middle school seventh grades. In 2012, the seventh grade ranked 22nd in the western Pennsylvania region.",education,2
"East Nashville Magnet School (formerly East Literature Magnet School) is a public combined middle school and high school located in Nashville, Tennessee. Students enter through a lottery process similar to the other magnet schools in Nashville, but it is the only public school in Nashville to serve grades 5 through 12. As of August 2016, both the two buildings only serve 9-12, and the former junior high school building has been renamed to \""Building B\"". The middle school students were relocated to what used to be Bailey STEM Magnet School Prep before its closure.",education,2
"Durham School of the Arts (DSA) is a secondary magnet school located in downtown Durham, North Carolina, United States, housing 1,381 students. Its focus is on the visual and performing arts. Arts offerings include 3D and 2D art, chorus, dance, guitar, strings, band, piano, acting, technical theatre, writing, digital media, game art design, and photography. Teachers of all subjects are encouraged to incorporate the arts into their teaching to maximize student engagement. Composite test scores from 2009 are in the top 25% in the district among high schools, and exceed the state average. Approximately 200 students are enrolled in each grade. Students enroll through a lottery system and can be entered into this lottery as early as the sixth grade. The only way to get into DSA is through the school lottery. Students living near the school do not automatically gain enrollment, although many have made it into the school through the official lottery. Most students are admitted in 6th grade, though there are no rules prohibiting entrance after that age, as there is some turnover in higher grades. The primary year for turnover is 9th grade, when many students transfer to other area high schools.",education,2
